ID,STATE_CODE,STATE_NAME,CITY,COUNTY,LATITUDE,LONGITUDE
2850,CA,California,Vina,Tehama,39.933056,-122.052778
2851,CA,California,Vineburg,Sonoma,38.2725,-122.4375
2852,CA,California,Vinton,Plumas,39.720719,-120.204994
2853,CA,California,Visalia,Tulare,36.311379,-119.306471
2854,CA,California,Vista,"San Diego",33.1694,-117.242
2855,CA,California,Volcano,Amador,38.477319,-120.617761
2856,CA,California,Wallace,Calaveras,38.194167,-120.976944
2857,CA,California,Walnut,"Los Angeles",34.0176,-117.8636
2858,CA,California,"Walnut Creek","Contra Costa",37.875317,-122.070259
2859,CA,California,"Walnut Grove",Sacramento,38.236362,-121.524849
2860,CA,California,"Warner Springs","San Diego",33.303666,-116.721385
2861,CA,California,Wasco,Kern,35.593375,-119.344728
2862,CA,California,Washington,Nevada,39.359444,-120.798056
2863,CA,California,Waterford,Stanislaus,37.650988,-120.753862
2864,CA,California,Watsonville,"Santa Cruz",36.920515,-121.763437
2865,CA,California,Waukena,Tulare,36.098056,-119.559444
2866,CA,California,Weaverville,Trinity,40.731701,-122.935303
2867,CA,California,Weed,Siskiyou,41.439466,-122.384803
2868,CA,California,Weimar,Placer,39.0375,-120.971389
2869,CA,California,Weldon,Kern,35.639076,-118.285856
2870,CA,California,Wendel,Lassen,40.346233,-120.352156
2871,CA,California,Weott,Humboldt,40.321944,-123.920556
2872,CA,California,"West Covina","Los Angeles",34.067336,-117.936643
2873,CA,California,"West Hills","Los Angeles",34.196343,-118.638892
2874,CA,California,"West Hollywood","Los Angeles",34.090573,-118.378753
2875,CA,California,"West Point",Calaveras,38.406201,-120.515862
2876,CA,California,"West Sacramento",Yolo,38.592424,-121.526377
2877,CA,California,"Westlake Village","Los Angeles",34.1462,-118.8013
2878,CA,California,"Westlake Village",Ventura,34.1656,-118.8307
2879,CA,California,Westley,Stanislaus,37.549444,-121.198056
2880,CA,California,Westminster,Orange,33.752756,-117.991312
2881,CA,California,Westmorland,Imperial,33.041058,-115.630723
2882,CA,California,Westport,Mendocino,39.644059,-123.76426
2883,CA,California,Westwood,Lassen,40.270359,-121.109224
2884,CA,California,Wheatland,Yuba,39.019197,-121.422126
2885,CA,California,Whiskeytown,Shasta,40.638889,-122.558611
2886,CA,California,"White Water",Riverside,33.927591,-116.693154
2887,CA,California,Whitethorn,Humboldt,40.023889,-123.941944
2888,CA,California,Whitmore,Shasta,40.65255,-121.877076
2889,CA,California,Whittier,"Los Angeles",34.001119,-118.037139
2890,CA,California,Wildomar,Riverside,33.602115,-117.263953
2891,CA,California,Williams,Colusa,39.148855,-122.162375
2892,CA,California,Willits,Mendocino,39.411426,-123.350271
2893,CA,California,"Willow Creek",Humboldt,40.938894,-123.631062
2894,CA,California,Willows,Glenn,39.523751,-122.199204
2895,CA,California,Wilmington,"Los Angeles",33.785475,-118.264451
2896,CA,California,Wilseyville,Calaveras,38.384566,-120.442356
2897,CA,California,Wilton,Sacramento,38.412069,-121.225656
2898,CA,California,Winchester,Riverside,33.624269,-117.088518
2899,CA,California,Windsor,Sonoma,38.543182,-122.804375
2900,CA,California,Winnetka,"Los Angeles",34.2092,-118.57492
2901,CA,California,Winterhaven,Imperial,32.832922,-114.636634
2902,CA,California,Winters,Yolo,38.529462,-121.974544
2903,CA,California,Winton,Merced,37.39233,-120.6132
2904,CA,California,Wishon,Madera,37.281028,-119.557014
2905,CA,California,"Witter Springs",Lake,39.182118,-122.97105
2906,CA,California,"Wofford Heights",Kern,35.724556,-118.455877
2907,CA,California,Woodacre,Marin,38.006933,-122.638247
2908,CA,California,Woodbridge,"San Joaquin",38.155124,-121.308632
2909,CA,California,Woodlake,Tulare,36.431334,-119.091764
2910,CA,California,Woodland,Yolo,38.674294,-121.77932
2911,CA,California,"Woodland Hills","Los Angeles",34.155652,-118.600019
2912,CA,California,Woody,Kern,35.70681,-118.843872
2913,CA,California,Wrightwood,"San Bernardino",34.362839,-117.6249
2914,CA,California,Yermo,"San Bernardino",34.905,-116.819444
2915,CA,California,Yettem,Tulare,36.486389,-119.258611
2916,CA,California,Yolo,Yolo,38.731944,-121.806667
2917,CA,California,"Yorba Linda",Orange,33.8913,-117.8191
2918,CA,California,Yorkville,Mendocino,38.908945,-123.233867
2919,CA,California,"Yosemite National Park",Mariposa,37.746667,-119.583611
2920,CA,California,Yountville,Napa,38.403813,-122.358506
2921,CA,California,Yreka,Siskiyou,41.720558,-122.637604
2922,CA,California,"Yuba City",Sutter,39.128619,-121.621599
2923,CA,California,Yucaipa,"San Bernardino",34.028197,-117.048925
2924,CA,California,"Yucca Valley","San Bernardino",34.155936,-116.431313
2925,CA,California,Zamora,Yolo,38.799896,-121.90654
2926,CA,California,Zenia,Trinity,40.205556,-123.490833
2927,CO,Colorado,Agate,Elbert,39.420256,-103.984575
2928,CO,Colorado,Aguilar,"Las Animas",37.393304,-104.676926
2929,CO,Colorado,Akron,Washington,40.180315,-103.225885
2930,CO,Colorado,Alamosa,Alamosa,37.470274,-105.878602
2931,CO,Colorado,Allenspark,Boulder,40.226775,-105.520064
2932,CO,Colorado,Alma,Park,39.283889,-106.062222
2933,CO,Colorado,Almont,Gunnison,38.64997,-106.627099
2934,CO,Colorado,Amherst,Phillips,40.682386,-102.170567
2935,CO,Colorado,Anton,Washington,39.686527,-103.434296
2936,CO,Colorado,Antonito,Conejos,37.085473,-106.037946
2937,CO,Colorado,Arapahoe,Cheyenne,38.841716,-102.19401
2938,CO,Colorado,Arboles,Archuleta,37.101633,-107.390749
2939,CO,Colorado,Arlington,Kiowa,38.40677,-103.369741
2940,CO,Colorado,Arriba,Lincoln,39.30253,-103.270968
2941,CO,Colorado,Arvada,Jefferson,39.8039,-105.0859
2942,CO,Colorado,Aspen,Pitkin,39.195139,-106.823593
2943,CO,Colorado,Atwood,Logan,40.517432,-103.039301
2944,CO,Colorado,Ault,Weld,40.593772,-104.735629
2945,CO,Colorado,Aurora,Adams,39.737809,-104.815233
2946,CO,Colorado,Aurora,Arapahoe,39.736788,-104.864618
2947,CO,Colorado,Austin,Delta,38.797544,-107.97384
2948,CO,Colorado,Avon,Eagle,39.631389,-106.521667
2949,CO,Colorado,Avondale,Pueblo,38.211603,-104.359686
2950,CO,Colorado,Bailey,Park,39.448233,-105.469282
2951,CO,Colorado,Basalt,Eagle,39.353466,-106.998752
2952,CO,Colorado,"Battlement Mesa",Garfield,39.358333,-107.914167
2953,CO,Colorado,Bayfield,"La Plata",37.260328,-107.613728
2954,CO,Colorado,Bedrock,Montrose,38.384352,-108.953224
2955,CO,Colorado,Bellvue,Larimer,40.626528,-105.260977
2956,CO,Colorado,Bennett,Adams,39.725398,-104.427284
2957,CO,Colorado,Berthoud,Larimer,40.299333,-105.105459
2958,CO,Colorado,Bethune,"Kit Carson",39.344771,-102.428142
2959,CO,Colorado,Beulah,Pueblo,38.083712,-104.97245
2960,CO,Colorado,"Black Hawk",Gilpin,39.801105,-105.503991
2961,CO,Colorado,Blanca,Costilla,37.431702,-105.517784
2962,CO,Colorado,Boncarbo,"Las Animas",37.216667,-104.694444
2963,CO,Colorado,Bond,Eagle,39.869119,-106.676273
2964,CO,Colorado,Boone,Pueblo,38.264614,-104.25851
2965,CO,Colorado,Boulder,Boulder,40.049733,-105.21426
2966,CO,Colorado,Branson,"Las Animas",37.051775,-103.874115
2967,CO,Colorado,Breckenridge,Summit,39.481667,-106.037778
2968,CO,Colorado,Briggsdale,Weld,40.639192,-104.28707
2969,CO,Colorado,Brighton,Adams,39.980553,-104.810278
2970,CO,Colorado,Brighton,Weld,40.007222,-104.715556
2971,CO,Colorado,Broomfield,Broomfield,39.924513,-105.060902
2972,CO,Colorado,Broomfield,Jefferson,39.875996,-105.102837
2973,CO,Colorado,Brush,Morgan,40.260255,-103.62788
2974,CO,Colorado,"Buena Vista",Chaffee,38.838003,-106.147121
2975,CO,Colorado,"Buffalo Creek",Jefferson,39.327222,-105.371389
2976,CO,Colorado,Burlington,"Kit Carson",39.310649,-102.258281
2977,CO,Colorado,Burns,Eagle,39.873889,-106.885
2978,CO,Colorado,Byers,Arapahoe,39.698454,-104.201872
2979,CO,Colorado,Cahone,Dolores,37.69163,-108.579442
2980,CO,Colorado,Calhan,"El Paso",38.964773,-104.355274
2981,CO,Colorado,Campo,Baca,37.119547,-102.546423
2982,CO,Colorado,"Canon City",Fremont,38.445074,-105.217829
2983,CO,Colorado,Capulin,Conejos,37.283889,-106.110833
2984,CO,Colorado,Carbondale,Garfield,39.385431,-107.171012
2985,CO,Colorado,Carr,Weld,40.866551,-104.885865
2986,CO,Colorado,Cascade,"El Paso",38.921314,-104.993684
2987,CO,Colorado,"Castle Rock",Douglas,39.39256,-104.860187
2988,CO,Colorado,Cedaredge,Delta,38.911878,-107.926786
2989,CO,Colorado,Center,"Rio Grande",37.734295,-106.090628
2990,CO,Colorado,"Central City",Gilpin,39.801944,-105.513611
2991,CO,Colorado,Chama,Costilla,37.161944,-105.377778
2992,CO,Colorado,Cheraw,Otero,38.106944,-103.509722
2993,CO,Colorado,"Cheyenne Wells",Cheyenne,38.819762,-102.358173
2994,CO,Colorado,"Chimney Rock",Archuleta,37.194444,-107.300556
2995,CO,Colorado,Chromo,Archuleta,37.036389,-106.842778
2996,CO,Colorado,Cimarron,Montrose,38.387633,-107.482366
2997,CO,Colorado,Clark,Routt,40.726783,-106.921482
2998,CO,Colorado,Clifton,Mesa,39.0805,-108.449628
2999,CO,Colorado,Climax,Lake,39.298804,-106.258027
3000,CO,Colorado,"Coal Creek",Fremont,38.361111,-105.147778
3001,CO,Colorado,Coaldale,Fremont,38.365556,-105.757222
3002,CO,Colorado,Coalmont,Jackson,40.538252,-106.532134
3003,CO,Colorado,Collbran,Mesa,39.245267,-107.924945
3004,CO,Colorado,"Colorado City",Pueblo,37.945278,-104.834722
3005,CO,Colorado,"Colorado Springs","El Paso",38.8335,-104.8206
3006,CO,Colorado,"Commerce City",Adams,39.825875,-104.911349
3007,CO,Colorado,Como,Park,39.316111,-105.892222
3008,CO,Colorado,Conejos,Conejos,37.088333,-106.019167
3009,CO,Colorado,Conifer,Jefferson,39.519735,-105.316873
3010,CO,Colorado,Cope,Washington,39.746227,-102.988098
3011,CO,Colorado,Cortez,Montezuma,37.354949,-108.583726
3012,CO,Colorado,Cory,Delta,38.788056,-107.986667
3013,CO,Colorado,Cotopaxi,Fremont,38.370278,-105.6875
3014,CO,Colorado,Cowdrey,Jackson,40.859722,-106.3125
3015,CO,Colorado,Craig,Moffat,40.522351,-107.561458
3016,CO,Colorado,Crawford,Delta,38.69408,-107.614864
3017,CO,Colorado,Creede,Mineral,37.816367,-106.927679
3018,CO,Colorado,"Crested Butte",Gunnison,38.869081,-106.961899
3019,CO,Colorado,Crestone,Saguache,37.996389,-105.699167
3020,CO,Colorado,"Cripple Creek",Teller,38.746667,-105.177778
3021,CO,Colorado,Crook,Logan,40.874743,-102.847174
3022,CO,Colorado,Crowley,Crowley,38.193,-103.8555
3023,CO,Colorado,Dacono,Weld,40.08361,-104.929705
3024,CO,Colorado,"De Beque",Mesa,39.311764,-108.230405
3025,CO,Colorado,"Deer Trail",Arapahoe,39.593121,-104.068003
3026,CO,Colorado,"Del Norte","Rio Grande",37.671346,-106.350502
3027,CO,Colorado,Delta,Delta,38.734891,-108.060421
3028,CO,Colorado,Denver,Adams,39.840562,-105.007985
3029,CO,Colorado,Denver,Arapahoe,39.6941,-104.8786
3030,CO,Colorado,Denver,Denver,39.7507,-104.989
3031,CO,Colorado,Denver,Jefferson,39.746931,-105.062036
3032,CO,Colorado,Dillon,Summit,39.574827,-106.057345
3033,CO,Colorado,Dinosaur,Moffat,40.256609,-108.965184
3034,CO,Colorado,Divide,Teller,38.957622,-105.19937
3035,CO,Colorado,Dolores,Montezuma,37.466571,-108.471748
3036,CO,Colorado,"Dove Creek",Dolores,37.763199,-108.918147
3037,CO,Colorado,Drake,Larimer,40.443257,-105.296925
3038,CO,Colorado,Dumont,"Clear Creek",39.764722,-105.599722
3039,CO,Colorado,Dupont,Adams,39.838056,-104.911389
3040,CO,Colorado,Durango,"La Plata",37.287388,-107.861684
3041,CO,Colorado,Eads,Kiowa,38.444141,-102.50536
3042,CO,Colorado,Eagle,Eagle,39.634138,-106.75884
3043,CO,Colorado,Eastlake,Adams,39.929722,-104.948889
3044,CO,Colorado,Eaton,Weld,40.527272,-104.714559
3045,CO,Colorado,Eckert,Delta,38.844982,-107.962452
3046,CO,Colorado,Eckley,Yuma,40.113775,-102.482776
3047,CO,Colorado,Edwards,Eagle,39.645,-106.593611
3048,CO,Colorado,Egnar,"San Miguel",37.934448,-108.929889
3049,CO,Colorado,Elbert,"El Paso",39.096892,-104.574631
3050,CO,Colorado,"Eldorado Springs",Boulder,39.9325,-105.276389
3051,CO,Colorado,Elizabeth,Elbert,39.383618,-104.591961
3052,CO,Colorado,Empire,"Clear Creek",39.761389,-105.683889
3053,CO,Colorado,Englewood,Arapahoe,39.646027,-104.990022
3054,CO,Colorado,Erie,Boulder,40.059746,-105.068583
3055,CO,Colorado,"Estes Park",Larimer,40.393611,-105.494167
3056,CO,Colorado,Evans,Weld,40.380255,-104.697095
3057,CO,Colorado,Evergreen,Jefferson,39.633333,-105.316667
3058,CO,Colorado,Fairplay,Park,39.225617,-105.999416
3059,CO,Colorado,Firestone,Weld,40.1125,-104.936111
3060,CO,Colorado,Flagler,"Kit Carson",39.312654,-103.062395
3061,CO,Colorado,Fleming,Logan,40.637019,-102.868821
3062,CO,Colorado,Florence,Fremont,38.385016,-105.123233
3063,CO,Colorado,Florissant,Teller,38.827669,-105.226106
3064,CO,Colorado,"Fort Collins",Larimer,40.581293,-105.103884
3065,CO,Colorado,"Fort Garland",Costilla,37.426978,-105.404879
3066,CO,Colorado,"Fort Lupton",Weld,40.078876,-104.865639
3067,CO,Colorado,"Fort Lyon",Bent,39.1,-103.15
3068,CO,Colorado,"Fort Morgan",Morgan,40.254084,-103.803119
3069,CO,Colorado,Fountain,"El Paso",38.699563,-104.700469
3070,CO,Colorado,Fowler,Otero,38.123071,-104.029908
3071,CO,Colorado,Franktown,Douglas,39.372841,-104.725569
3072,CO,Colorado,Fraser,Grand,39.945,-105.816667
3073,CO,Colorado,Frederick,Weld,40.099167,-104.936667
3074,CO,Colorado,Frisco,Summit,39.468889,-106.156389
3075,CO,Colorado,Fruita,Mesa,39.163656,-108.721757
3076,CO,Colorado,Galeton,Weld,40.515034,-104.597254
3077,CO,Colorado,Garcia,"",37.004167,-105.536667
3078,CO,Colorado,Gardner,Huerfano,37.763753,-105.237397
3079,CO,Colorado,Gateway,Mesa,38.915136,-108.791344
3080,CO,Colorado,Genoa,Lincoln,39.338328,-103.460689
3081,CO,Colorado,Georgetown,"Clear Creek",39.706111,-105.696944
3082,CO,Colorado,Gilcrest,Weld,40.281944,-104.777222
3083,CO,Colorado,Gill,Weld,40.469586,-104.499995
3084,CO,Colorado,"Glade Park",Mesa,38.993333,-108.740278
3085,CO,Colorado,"Glen Haven",Larimer,40.453889,-105.448611
3086,CO,Colorado,"Glenwood Springs",Garfield,39.529607,-107.325188
3087,CO,Colorado,Golden,Jefferson,39.730548,-105.191528
3088,CO,Colorado,Granada,Prowers,38.054485,-102.32712
3089,CO,Colorado,Granby,Grand,40.012834,-105.889916
3090,CO,Colorado,"Grand Junction",Mesa,39.078326,-108.545692
3091,CO,Colorado,"Grand Lake",Grand,40.228862,-105.860488
3092,CO,Colorado,Granite,Chaffee,39.095294,-106.311417
3093,CO,Colorado,Grant,Park,39.459722,-105.661111
3094,CO,Colorado,Greeley,Weld,40.413968,-104.704756
3095,CO,Colorado,"Green Mountain Falls","El Paso",38.934444,-105.0175
3096,CO,Colorado,Grover,Weld,40.871635,-104.234613
3097,CO,Colorado,Guffey,Park,38.814584,-105.57835
3098,CO,Colorado,Gunnison,Gunnison,38.551056,-106.931013
3099,CO,Colorado,Gypsum,Eagle,39.661848,-106.967083
3100,CO,Colorado,Hamilton,Moffat,40.32504,-107.584089
3101,CO,Colorado,Hartman,Prowers,38.145291,-102.186609
3102,CO,Colorado,Hartsel,Park,39.021667,-105.795278
3103,CO,Colorado,Hasty,Bent,38.107347,-102.933145
3104,CO,Colorado,Haswell,Kiowa,38.447431,-103.150543
3105,CO,Colorado,Haxtun,Phillips,40.640587,-102.605175
3106,CO,Colorado,Hayden,Routt,40.494487,-107.257055
3107,CO,Colorado,Henderson,Adams,39.898304,-104.871834
3108,CO,Colorado,Hereford,Weld,40.975,-104.305278
3109,CO,Colorado,Hesperus,"La Plata",37.165368,-108.121917
3110,CO,Colorado,Hillrose,Morgan,40.307186,-103.541816
3111,CO,Colorado,Hillside,Fremont,38.265278,-105.611111
3112,CO,Colorado,Hoehne,"Las Animas",37.281111,-104.380556
3113,CO,Colorado,Holly,Prowers,38.0205,-102.141466
3114,CO,Colorado,Holyoke,Phillips,40.582542,-102.282545
3115,CO,Colorado,Homelake,"Rio Grande",37.575556,-106.096389
3116,CO,Colorado,Hooper,Alamosa,37.723203,-105.871193
3117,CO,Colorado,"Hot Sulphur Springs",Grand,40.073056,-106.102222
3118,CO,Colorado,Hotchkiss,Delta,38.812417,-107.747173
3119,CO,Colorado,Howard,Fremont,38.388519,-105.747124
3120,CO,Colorado,Hudson,Weld,40.060555,-104.653208
3121,CO,Colorado,Hugo,Lincoln,39.084318,-103.498971
3122,CO,Colorado,Hygiene,Boulder,40.188611,-105.180278
3123,CO,Colorado,"Idaho Springs","Clear Creek",39.740192,-105.598261
3124,CO,Colorado,Idalia,Yuma,39.733147,-102.211563
3125,CO,Colorado,Idledale,Jefferson,39.666111,-105.243611
3126,CO,Colorado,Ignacio,"La Plata",37.126412,-107.639465
3127,CO,Colorado,Iliff,Logan,40.769174,-103.096808
3128,CO,Colorado,"Indian Hills",Jefferson,39.616667,-105.236667
3129,CO,Colorado,Jamestown,Boulder,40.10056,-105.418971
3130,CO,Colorado,Jaroso,Costilla,37.002778,-105.623611
3131,CO,Colorado,Jefferson,Park,39.300926,-105.78633
3132,CO,Colorado,Joes,Yuma,39.672771,-102.615134
3133,CO,Colorado,Johnstown,Weld,40.335526,-104.923558
3134,CO,Colorado,Julesburg,Sedgwick,40.97083,-102.257501
3135,CO,Colorado,Karval,Lincoln,38.71194,-103.500613
3136,CO,Colorado,Keenesburg,Weld,40.095847,-104.446366
3137,CO,Colorado,Kersey,Weld,40.396305,-104.528768
3138,CO,Colorado,Kim,"Las Animas",37.331189,-103.358348
3139,CO,Colorado,Kiowa,Elbert,39.323972,-104.452263
3140,CO,Colorado,Kirk,Yuma,39.617072,-102.477554
3141,CO,Colorado,"Kit Carson",Cheyenne,38.803984,-102.819842
3142,CO,Colorado,Kittredge,Jefferson,39.654722,-105.299167
3143,CO,Colorado,Kremmling,Grand,40.063224,-106.395472
3144,CO,Colorado,"La Jara",Conejos,37.290726,-106.005427
3145,CO,Colorado,"La Junta",Otero,37.991552,-103.549068
3146,CO,Colorado,"La Salle",Weld,40.321138,-104.726784
3147,CO,Colorado,"La Veta",Huerfano,37.498292,-105.012994
3148,CO,Colorado,Lafayette,Boulder,39.997964,-105.096346
3149,CO,Colorado,"Lake City",Hinsdale,37.986769,-107.302037
3150,CO,Colorado,"Lake George",Park,39.034233,-105.434654
3151,CO,Colorado,Lamar,Prowers,38.084136,-102.619195
3152,CO,Colorado,Laporte,Larimer,40.634683,-105.148757
3153,CO,Colorado,Larkspur,Douglas,39.201079,-104.854587
3154,CO,Colorado,"Las Animas",Bent,38.065514,-103.208492
3155,CO,Colorado,Lazear,Delta,38.78,-107.781111
3156,CO,Colorado,Leadville,Lake,39.249742,-106.301545
3157,CO,Colorado,Lewis,Montezuma,37.47101,-108.61891
3158,CO,Colorado,Limon,Lincoln,39.263889,-103.691667
3159,CO,Colorado,Lindon,Washington,39.830849,-103.314471
3160,CO,Colorado,Littleton,Arapahoe,39.599426,-105.0044
3161,CO,Colorado,Littleton,Douglas,39.55061,-104.897204
3162,CO,Colorado,Littleton,Jefferson,39.596854,-105.07766
3163,CO,Colorado,Livermore,Larimer,40.779878,-105.367745
3164,CO,Colorado,"Log Lane Village",Morgan,40.250278,-103.799444
3165,CO,Colorado,Loma,Mesa,39.227896,-108.814902
3166,CO,Colorado,Longmont,Boulder,40.177921,-105.10095
3167,CO,Colorado,Longmont,Weld,40.130615,-104.950446
3168,CO,Colorado,Louisville,Boulder,39.978942,-105.145557
3169,CO,Colorado,Louviers,Douglas,39.477778,-105.006667
3170,CO,Colorado,Loveland,Larimer,40.384917,-105.09164
3171,CO,Colorado,Lucerne,Weld,40.481944,-104.699167
3172,CO,Colorado,Lyons,Boulder,40.235715,-105.323071
3173,CO,Colorado,Mack,Mesa,39.255367,-108.929597
3174,CO,Colorado,Manassa,Conejos,37.174167,-105.936944
3175,CO,Colorado,Mancos,Montezuma,37.347133,-108.298242
3176,CO,Colorado,"Manitou Springs","El Paso",38.854994,-104.905839
3177,CO,Colorado,Manzanola,Otero,38.110861,-103.876602
3178,CO,Colorado,Marvel,"La Plata",37.1125,-108.126111
3179,CO,Colorado,Masonville,Larimer,40.4875,-105.210278
3180,CO,Colorado,Matheson,Elbert,39.132044,-103.913165
3181,CO,Colorado,Maybell,Moffat,40.650649,-108.272264
3182,CO,Colorado,"Mc Clave",Bent,38.150484,-102.816934
3183,CO,Colorado,"Mc Coy",Eagle,39.913377,-106.730906
3184,CO,Colorado,Mead,Weld,40.233333,-104.998056
3185,CO,Colorado,Meeker,"Rio Blanco",40.038726,-107.892498
3186,CO,Colorado,Meredith,Pitkin,39.335348,-106.67823
3187,CO,Colorado,Merino,Logan,40.511548,-103.34471
3188,CO,Colorado,Mesa,Mesa,39.161161,-108.104401
3189,CO,Colorado,"Mesa Verde National Park",Montezuma,37.233056,-108.479167
3190,CO,Colorado,Milliken,Weld,40.310656,-104.876137
3191,CO,Colorado,Minturn,Eagle,39.532778,-106.393333
3192,CO,Colorado,Model,"Las Animas",37.478533,-104.13074
3193,CO,Colorado,Moffat,Saguache,38.045195,-105.841051
3194,CO,Colorado,Molina,Mesa,39.189167,-108.059722
3195,CO,Colorado,Monarch,Chaffee,38.532778,-106.049444
3196,CO,Colorado,"Monte Vista","Rio Grande",37.573095,-106.140833
3197,CO,Colorado,Montrose,Montrose,38.46783,-107.875182
3198,CO,Colorado,Monument,"El Paso",39.100726,-104.85416
3199,CO,Colorado,Morrison,Jefferson,39.612452,-105.174641
3200,CO,Colorado,Mosca,Alamosa,37.635796,-105.806866
3201,CO,Colorado,Nathrop,Chaffee,38.710343,-106.116576
3202,CO,Colorado,Naturita,Montrose,38.222559,-108.572836
3203,CO,Colorado,Nederland,Boulder,39.970259,-105.481265
3204,CO,Colorado,"New Castle",Garfield,39.570922,-107.542758
3205,CO,Colorado,"New Raymer",Weld,40.685079,-103.838982
3206,CO,Colorado,Niwot,Boulder,40.103889,-105.170278
3207,CO,Colorado,Norwood,"San Miguel",38.110406,-108.284472
3208,CO,Colorado,Nucla,Montrose,38.268219,-108.547644
3209,CO,Colorado,Nunn,Weld,40.726483,-104.785012
3210,CO,Colorado,"Oak Creek",Routt,40.256733,-106.929621
3211,CO,Colorado,"Ohio City",Gunnison,38.545556,-106.588889
3212,CO,Colorado,Olathe,Montrose,38.597575,-107.992118
3213,CO,Colorado,"Olney Springs",Crowley,38.201877,-103.941033
3214,CO,Colorado,Ophir,"San Miguel",37.856197,-107.851961
3215,CO,Colorado,Orchard,Morgan,40.363946,-104.097325
3216,CO,Colorado,Ordway,Crowley,38.209546,-103.800277
3217,CO,Colorado,Otis,Washington,40.202989,-102.939219
3218,CO,Colorado,Ouray,Ouray,38.02576,-107.67261
3219,CO,Colorado,Ovid,Sedgwick,40.945865,-102.387396
3220,CO,Colorado,Padroni,Logan,40.954911,-103.358163
3221,CO,Colorado,"Pagosa Springs",Archuleta,37.252345,-107.038497
3222,CO,Colorado,Palisade,Mesa,39.103178,-108.367977
3223,CO,Colorado,"Palmer Lake","El Paso",39.120498,-104.914795
3224,CO,Colorado,Paoli,Phillips,40.612222,-102.472222
3225,CO,Colorado,Paonia,Delta,38.864978,-107.598483
3226,CO,Colorado,Parachute,Garfield,39.440729,-108.038038
3227,CO,Colorado,Paradox,Montrose,38.368333,-108.961667
3228,CO,Colorado,Parker,Douglas,39.505466,-104.734904
3229,CO,Colorado,Parlin,Gunnison,38.508762,-106.677995
3230,CO,Colorado,Parshall,Grand,40.053765,-106.225492
3231,CO,Colorado,Peetz,Logan,40.95195,-103.116606
3232,CO,Colorado,Penrose,Fremont,38.433622,-105.011325
3233,CO,Colorado,Peyton,"El Paso",38.954097,-104.54722
3234,CO,Colorado,Phippsburg,Routt,40.232222,-106.943056
3235,CO,Colorado,Pierce,Weld,40.635911,-104.763764
3236,CO,Colorado,Pine,Jefferson,39.46667,-105.374116
3237,CO,Colorado,Pinecliffe,Boulder,39.942898,-105.354004
3238,CO,Colorado,Pitkin,Gunnison,38.608542,-106.516774
3239,CO,Colorado,Placerville,"San Miguel",38.008759,-108.024775
3240,CO,Colorado,Platteville,Weld,40.213121,-104.802776
3241,CO,Colorado,"Pleasant View",Montezuma,37.588763,-108.809487
3242,CO,Colorado,"Poncha Springs",Chaffee,38.512778,-106.076667
3243,CO,Colorado,Powderhorn,Gunnison,38.282165,-107.108449
3244,CO,Colorado,Pritchett,Baca,37.355885,-102.893106
3245,CO,Colorado,Pueblo,Pueblo,38.287876,-104.584828
3246,CO,Colorado,Ramah,"El Paso",39.073571,-104.124733
3247,CO,Colorado,Rand,Jackson,40.453889,-106.180833
3248,CO,Colorado,Rangely,"Rio Blanco",40.082844,-108.799148
3249,CO,Colorado,"Red Cliff",Eagle,39.512222,-106.3675
3250,CO,Colorado,"Red Feather Lakes",Larimer,40.796451,-105.624455
3251,CO,Colorado,Redvale,Montrose,38.186452,-108.389536
3252,CO,Colorado,Rico,Dolores,37.692778,-108.029722
3253,CO,Colorado,Ridgway,Ouray,38.138074,-107.753341
3254,CO,Colorado,Rifle,Garfield,39.549073,-107.789804
3255,CO,Colorado,Rockvale,Fremont,38.119444,-105.163889
3256,CO,Colorado,"Rocky Ford",Otero,38.049016,-103.725143
3257,CO,Colorado,Roggen,Weld,40.207445,-104.315747
3258,CO,Colorado,Rollinsville,Gilpin,39.910757,-105.472596
3259,CO,Colorado,Romeo,Conejos,37.172222,-105.984722
3260,CO,Colorado,Rush,"El Paso",38.764248,-104.024065
3261,CO,Colorado,Rye,Pueblo,37.937145,-104.886257
3262,CO,Colorado,Saguache,Saguache,38.09775,-106.187592
3263,CO,Colorado,Salida,Chaffee,38.525909,-105.997818
3264,CO,Colorado,"San Luis",Costilla,37.05057,-105.575625
3265,CO,Colorado,"San Pablo",Costilla,37.134872,-105.346196
3266,CO,Colorado,Sanford,Conejos,37.208724,-105.928588
3267,CO,Colorado,Sargents,Saguache,38.404167,-106.414444
3268,CO,Colorado,Sedalia,Douglas,39.330109,-105.008305
3269,CO,Colorado,Sedgwick,Sedgwick,40.910317,-102.529122
3270,CO,Colorado,Seibert,"Kit Carson",39.318329,-102.882184
3271,CO,Colorado,Severance,Weld,40.524167,-104.850556
3272,CO,Colorado,Shawnee,Park,39.421111,-105.553611
3273,CO,Colorado,"Sheridan Lake",Kiowa,38.462172,-102.295367
3274,CO,Colorado,Silt,Garfield,39.541464,-107.657411
3275,CO,Colorado,"Silver Plume","Clear Creek",39.696111,-105.725278
3276,CO,Colorado,Silverthorne,Summit,39.6375,-106.061389
3277,CO,Colorado,Silverton,"San Juan",37.808995,-107.666686
3278,CO,Colorado,Simla,Elbert,39.146457,-104.086236
3279,CO,Colorado,Slater,Moffat,40.947985,-107.497178
3280,CO,Colorado,Snowmass,Pitkin,39.250059,-106.950839
